0.01,1.00734889981225
0.02,1.0136691783675
0.03,1.01820751418904
0.04,1.02287100178697
0.05,1.02776849693047
0.06,1.03238024248252
0.07,1.03698250363914
0.08,1.04228152230839
0.09,1.04819183021864
0.1,1.05412584429293
0.11,1.06047075195054
0.12,1.06687829939191
0.13,1.07291650395796
0.14,1.07860567335924
0.15,1.08398935399305
0.16,1.08936460172761
0.17,1.09505593572004
0.18,1.10127561812257
0.19,1.10774428627921
0.2,1.11432335394286
0.21,1.12113942159635
0.22,1.12853894609321
0.23,1.13622859094308
0.24,1.14427130622697
0.25,1.15281332617369
0.26,1.1620154155699
0.27,1.1711979826559
0.28,1.18030934286199
0.29,1.18936222464953
0.3,1.19802984813238
0.31,1.20637236807351
0.32,1.2149524843622
0.33,1.22350074368449
0.34,1.23249281781696
0.35,1.24230001185449
0.36,1.25250716408146
0.37,1.26300509920995
0.38,1.27368141706483
0.39,1.28499147659491
0.4,1.29635721095541
0.41,1.30808906883226
0.42,1.32004746440831
0.43,1.33211033764131
0.44,1.34399921011875
0.45,1.35565744256091
0.46,1.36800598300054
0.47,1.3807167831116
0.48,1.39401595139635
0.49,1.40789588068548
0.5,1.42363920145014
0.51,1.43994621246408
0.52,1.45607377668415
0.53,1.47331734566631
0.54,1.49201994761769
0.55,1.51161785599229
0.56,1.53284336127582
0.57,1.55486113594515
0.58,1.57746973224293
0.59,1.6022789162933
0.6,1.6295520530909
0.61,1.66021372160713
0.62,1.69192281893951
0.63,1.7239546003025
0.64,1.75739055648483
0.65,1.79218735615371
0.66,1.83435086254445
0.67,1.87945658190982
0.68,1.92511647077112
0.69,1.9728413722197
0.7,2.02751512782842
0.71,2.08533674766914
0.72,2.1457864270514
0.73,2.21215953449614
0.74,2.2783700057855
0.75,2.34852236860222
0.76,2.42557042715623
0.77,2.50427557040007
0.78,2.58652087107565
0.79,2.68812410370938
0.8,2.80075608205878
0.810000000000001,2.92045698280153
0.820000000000001,3.05612353011865
0.830000000000001,3.19066247219344
0.840000000000001,3.32527559956209
0.850000000000001,3.46421843791397
0.860000000000001,3.60891270220227
0.870000000000001,3.79450351979556
0.880000000000001,4.00550356349424
0.890000000000001,4.31894109730192
0.900000000000001,4.69313017250682
0.910000000000001,5.08162486589421
0.920000000000001,5.51588175285951
0.930000000000001,5.97444844520332
0.940000000000001,6.52727007285347
0.950000000000001,7.12408117443993
0.960000000000001,8.07310140299653
0.970000000000001,10.1833691131999
0.980000000000001,13.1974754158466
0.990000000000001,16.8555081508416
